date,review,title,rating,developerResponse,isEdited,userName,app_name,app_id
2020-09-05 15:02:17,"My therapist recommended this to help calm my anxious mind at bedtime. I blew it off at first, because I’m not a meditation person. I’ve never been able to do it. 
One night, During a particularly bad bout of restlessness, i downloaded Pzizz out of desperation for sleep. At first it felt cheesy, but I figured it was harmless at worst. Surprise, surprise... I was out within 15 minutes. I tried again the next night, thinking it must have been a fluke. Same thing. Asleep within 15 minutes. 

I used to lay in bed awake for hours. This app helps me get comfortable, then gives me something to focus on that isn’t my extensive to-do list for the next day. 
I can not recommend it enough. I even pay for the full version, and I’m cheap. It’s the least I can do for how much easier they’ve made bed time! I also profusely thanked my therapist.",Wow.,5,"{'id': 17705081, 'body': ""Thank you! And that's really great to hear, we're so happy Pzizz is proving helpful to you :)"", 'modified': '2020-09-05T07:24:20Z'}",True,Kayla1hkloggj,pzizz-sleep-nap-focus,915664862
2020-02-18 05:04:14,"I struggle to go through Depression, Anxiety, and also ADHD, It appears that this app, is the most fitting and best app I have EVER downloaded! It's extremely hard to go through all these symptoms and on top of that, I can't even sleep at night and then, BAM! Now I can sleep extremely better at dusk, or Night. Thank you so much for making this app, I am sure you worked hard on this app because it is very nice! I hope you have a blessed day or night! Also, for the few people who have examined this Survey, if you are going to write a Review, smash 5-Stars on there and write a good review and I hope you a good night's sleep everyone! Thanks for reading this! Bye-Bye!",The Best App Ever!!,5,"{'id': 14454209, 'body': ""Wow, thank you! That's really encouraging to hear, and we're happy you're finding Pzizz helpful :) "", 'modified': '2020-04-04T11:21:31Z'}",False,jdvskf dod dksbdksvfj,pzizz-sleep-nap-focus,915664862
2021-06-26 04:25:05,"I was pinged to renew my annual subscription and decided against it. I’ve had Pzizz for almost 12-months. The stories are interesting and I enjoy the majority I have heard. However the “music” selection one can choose to pair with the story is often macabre sounding to me. Not all of it, but I find it to be monotone, synthetic random sounds. Hard for me to explain but If there were soft instrumental music and / or a selection of nature noises w/ music to add to keep playing after the story, I would have renewed. There are other sleep apps which offer this, and are actually less expensive. They also offer endless stories…I hope you consider this in the future for those who prefer different “music”.",Not for Me,3,,False,GaryinOrinda,pzizz-sleep-nap-focus,915664862
2020-05-25 15:12:38,"I love this app! Makes a huge difference in being able to fall asleep in spite of sleep disturbances issues caused by migraines, depression, and chronic pain. I’ve subscribed for two or three years now on a fixed income, I enjoy the nap and focus functions that much. I would nearly recommend this app to everyone!

Only downside I’ve found is that the app keeps lots of narration and music files. Most of a gigabyte may not seem like a lot on a new phone, but I’ve an iPhone SE. It fills up fast.","Life changing, but app takes up space",5,"{'id': 15824676, 'body': ""Thank you! We're glad to hear you're finding Pzizz helpful.\n\nWe understand the concern, and are actually in the process of releasing a completely new app with a new download mechanism, which will allow you to manage the storage that's used by the app. It's currently in Beta and should be coming to the public soon :) "", 'modified': '2020-06-07T11:11:18Z'}",False,pisatielnitsa,pzizz-sleep-nap-focus,915664862
2020-09-14 21:37:59,"I’m honestly not one to write reviews often.  This is a rare exception.

I suffered many years of sleep issues and insomnia.  I found ways to manage it, eventually, using cognitive tricks, which worked, but I needed to go to bed early every night to avoid anxiety and stress and to ensure I got enough sleep.

I tried Pzizz to focus at work and also later as a gimmick to go back to sleep in the middle of the night when I awoke.  To my surprise, I slept faster and deeper and awoke far more refreshed.

Fast forward a month and I gave up my cognitive tricks because this app works.  I am far more relaxed about sleep at night and feel fresh every morning, only using the app when I wake up and can’t sleep.  I get back to sleep and wake up fresh enough every day, and I don’t stress.

Wish this app was around years ago, and am grateful for it now.  It just works.  Thank you.","Bye, sleep anxiety",5,"{'id': 19892511, 'body': ""That's really encouraging to read, thank you for sharing. We're really happy to hear Pzizz is proving helpful for you, and hope it continues to do so :)\n\nHappy pzizzing!"", 'modified': '2020-12-21T07:22:09Z'}",False,DOA66,pzizz-sleep-nap-focus,915664862
2020-07-20 19:34:41,"I have been using Pzizz for over a decade, it has been hands down my #1 favorite app until now. The sad reality of subscription apps is now realized on Pzizz. The familiar friend that was my meditation app has been completely nerfed in the interest of progress. Gone are the familiar apps and voices that were helping me manage stress before and during Covid-19. I can’t blame the developers, this is simply how things work now. Too bad they couldn’t simply release a new app, they just ruined the one I loved instead. RIP Pzizz!",5.0 nerfed my favorite app,5,"{'id': 16769806, 'body': 'All of the voices, narrations, and soundscapes that were in the previous version of Pzizz continue to be in the new version. Tap the settings button and you\'ll find the ability to switch content. You\'re probably referring to ""Classic Pzizz"" with the voice ""Michael"" as the one you like. Email us at support@pzizz.com if you have further questions, and we\'ll be happy to help you out.', 'modified': '2020-07-21T06:43:36Z'}",False,Axire,pzizz-sleep-nap-focus,915664862
2020-05-22 03:24:12,"Obviously a lot of people love this app.  I’d recommend that you test it out for yourself with a shorter subscription first. The sleeping piece uses hypnotic inductions, which for some reason rub me the wrong way and end up waking me up. Gave it a number of tries, decided I’ve had enough.

The music they have for focus does help me focus. But in spite of using AI for variety, I find all the songs sounding pretty much the same. So it’s gotten old for me.",Not for everyone,5,"{'id': 15824705, 'body': ""Thank you for the honest review, and we're sorry to hear you didn't find Pzizz so helpful. But thanks for giving it a try! "", 'modified': '2020-06-07T11:14:49Z'}",False,Seamus1001,pzizz-sleep-nap-focus,915664862
2020-01-02 05:23:20,"Not a fan of the sleep section but the Focus music is fantastic. I am so incredibly ADD and cannot have any outside noises when attempting to focus. I needed a way to crack down for law school exams and this put me in a world of focus I didn’t know I could achieve. Can’t imagine reading or studying without it now. Wish the monthly option was cheaper, but definitely recommend this app and paying for Focus!!!!! At least do the free trial!",Absolutely worth the money for Focus,5,"{'id': 12741004, 'body': ""That's really awesome to hear! Glad to hear you're finding the Focus module helpful and we wish you well in your exam :) "", 'modified': '2020-01-06T07:34:49Z'}",False,bks1111,pzizz-sleep-nap-focus,915664862
2020-05-20 23:15:19,"Pzizz is an amazing app and has helped me better sleep. I have been suffering from insomnia for my whole life. The only problem is that, when I go to “Focus”, and press “Focus Forever” the app crashes. I would really like for this problem to be fixed! I do recommend this app for anyone that has been trying to sleep but can’t. It had helped me a lot. Thank you for reading my review, I really hope the developers see this and correct the problem.",Amazing But Keeps Crashing,4,"{'id': 15824716, 'body': ""Sorry about that! Could you hit the 'contact us' button from within Pzizz, mentioning your issue, so that we can get some device and app information. This will help us better troubleshoot the issue. "", 'modified': '2020-06-07T11:15:58Z'}",False,Lxnaah,pzizz-sleep-nap-focus,915664862
2020-02-06 02:09:24,"This app is one of the champs on my iPhone. Since I installed it in 2009 I used it to get relief while I was working on my thesis, in stressful times and in times where the world around me overwhelmed me. Since today it’s my anchor, trainer and friend when it comes to turn off the switch and just let the world pass by. Thank you Pzizz for your commitment to serve your clients. It’s really really appreciated.",User since 2009,5,"{'id': 14454238, 'body': ""Thank you! That's really motivating to hear. And we've got more to come yet :) \n\nHappy pzizzing! "", 'modified': '2020-04-04T11:23:55Z'}",False,space-night,pzizz-sleep-nap-focus,915664862
