date,title,rating,review,isEdited,userName,app_name,app_id,developerResponse
2020-01-03 02:14:27,Great concept but needs Improvement,4,"I never review apps in the App Store but since this is an important app that does provide a vital service to people I thought I’d write in my experience with it so far.

I’ve been using Talkspace for almost a month now and I understand that the therapists on here also have their actual practice with in-person clients as well and I respect that they can respond to my messages whenever they get the chance but my first therapist would respond to me maybe a couple times a week at most so I ended up changing therapists and that was mildly annoying having to go through the reintroduction process with the new therapist all over again and explain what my problems/issues are and while she has been more responsive, I have had issues where my therapist and I would try to schedule my monthly live session and she never called/initiated the session at the agreed upon time.  I think there needs to be a way for the client to be able to try and initiate the live session at the agreed upon time or also have there be a way to kind of send over the messages to the new therapist when you try to switch therapists so you don’t have to start all over and spend your and hour new therapists time going over everything again.",False,Shawn Mahb,talkspace-therapy-counseling,661829386,
2020-01-23 00:48:31,I wasn’t so sure about this,5,"I am glad I gave Talk Space a try. It has become a vital part in my healing and rediscovery of self. Yes there is nothing compared to an in person human connection but this is a great alternative for those looking to save a little money and on a busy schedule. I can always find some time to send a quick “text” message or voice audio while I am at work or walking my dog. I like the options for voice messaging, text, pics and videos. I like sending my therapist photos of real people and things in my life (something I never did with an in person therapist). 

I did have some trouble when I first got the app. My first therapist was very non-responsive but Talk Space was aware and offered me the option to switch therapists so I did. Then I chose someone who told me up front she didn't work with certain traumas and I had to switch again but that felt necessary. I finally landed on an amazing psychologist who is very responsive even on weeks when I don't send anything she will kindly check in and let me know she is available. 

This app works great for me and my lifestyle and needs. You get about ten mins of talk time a day with your therapist about 5 times a week to equal the same time as a weekly therapy session. In the heavy unloading it didn't feel like enough but now that I am more stable and my therapist is updated on my basics it feels perfect.",False,Sage'sMama,talkspace-therapy-counseling,661829386,
2020-10-31 20:54:08,All this for one reply a day?,3,"The app isn’t terrible, it checks up on you, you can send voice messages, photos, and you can message your therapist any time. But I literally get ONE response a day. It used to be more in the beginning, when I stated that was a concern of mine, then when I re-upped for another 3 months, the therapist started responding much slower. Now even on their “days working” I won’t get a response. They really didn’t respond to me for 48 hours on their days working. I’ll have to ask if everything’s okay with them, since I don’t want to be rude, but they just don’t get the hint. How am I supposed to get help when I tell them something and they reply to it a day later? The constant, or rather 12+ messages it was in the beginning, was super helpful. Now I won’t be starting up again because I’m not paying all this money to not have a consistent talk. At this point, I should pay my friends because they’re doing a better job than my therapist. Only giving 2 stars because the app itself is easy to use and checks how you’re doing often, so it’s nice that they want you to progress.

EDIT- the company reached out to me to make it right. They offered a discount, or some money back. I bumped them up to 3 stars from the original 2 that I gave because a company that’s willing to return money or work with you is worth giving a try. It just didn’t work too well for me but hopefully it does for others",True,Carinaa(:,talkspace-therapy-counseling,661829386,"{'id': 18622541, 'body': 'Hi there, thank you for writing this detailed review of your experience. We are happy to hear that you are enjoying the app but very sorry to hear that your therapist has not been so responsive. We can understand your frustration and our team would be happy to look into this further for you. Generally your therapist should be responding daily 5 days a week with thoughtful responses, we are sorry to hear that this is not the case. Please send us an email at Feedback@Talkspace.com, someone from our team is eager to help. ', 'modified': '2020-10-21T16:23:34Z'}"
2021-01-09 19:17:33,I don’t see the point.,1,"I sent my first message to a therapist in early September. Waited 3 weeks. got no reply. Switched my therapist. Sent the same message to my new therapist end of September. Got no reply. I messaged talkspace to tell them I was disappointed. Deleted the app. In December  (over 4 months later!!) I got an email saying my therapist sent me a message. So I reinstalled the app. It was a generic message asking how I was doing but I was just glad to get a response. So I responded to the message. No reply for a few days. Then another message: ‘hi how are you doing?’ No response to the quite specific information I had given in my initial message or my response to the first one.. so I asked if this was a real person. ‘Yes my name is...*****’ then a few days later, ‘I hope you’re doing well’ so once again I responded with a specific response about how I was actually doing. Nothing. Days go by. So I tell the therapist ( and sent a message to talkspace support again)that I don’t see how this is supposed to be helping me or in any way construed as therapy and that maybe they don’t have time to take me on as a client.. Therapist then responds (very quickly this time) that they are so sorry but they are recovering from COVID. Wow. Why would you have people providing a service that for whatever reason they cannot provide? So am I supposed to feel bad because I expected actual therapy or Counseling from a counseling service??? What is the point of this????",False,sweetgirlnigeria,talkspace-therapy-counseling,661829386,
2020-07-31 18:28:42,No Therapy,1,"It is literally impossible to choose a therapist that fits your schedule as you don’t know theirs until you pick them. Then you are locked into choice hoping person reaches out to you via text daily and video call weekly according to your insurance plan. If your therapist tells you to book next day, you can’t cancel less than 48 hrs without being charged for a no session (even if therapist cancels on you). If therapist chooses not to do video (so they can do other things while you are in a session like care for a baby) or decides to put you in speakerphone (a HIPPA violation of privacy), you’re out of luck (and sessions). Emailed “ticket” notes to TS is never answered until weeks later and they threaten to close the ticket if they don’t hear from you (no advance warning and no person our department to call). A waste of money and time as they use covid as an excuse to delay responding to your glitches joining a scheduled session due to technical difficulties. After over 1 month of trying to actually schedule a meet with someone, I gave up and TS charged my insurance for 1 session therapist canceled last minute and stated they couldn’t do on their end nor could they give me a session back. Another one had a speaker phone convo while tending to their baby and refused to go on video. Of course, month long billing already expired and. O sessions were achieved. Now they want to do an assessment on me- with what sessions to measure?",False,1REETABEETA,talkspace-therapy-counseling,661829386,"{'id': 17029423, 'body': 'Thank you so much for providing this detailed review of your experience. We are deeply sorry to hear that your experience was not up to our standards, we can certainly understand why you would be upset. Our Customer Support team has been experiencing higher than usual ticket volumes due to the increase in demand from the pandemic. We understand this delay is not ideal but we would be very happy to escalate your request to make this right for you. We also would love to look into your experience with our clinical quality team as we take these complaints very seriously and want to make it right. Please send your account information over to us at Feedback@Talkspace.com, we look forward to helping you right away. ', 'modified': '2020-08-02T22:06:12Z'}"
2021-04-14 02:45:48,Therapists more or less phone it in,1,"I originally wanted to try talkspace because I have a tendency of running away after a few sessions. I thought the low commitment of talkspace might be helpful to me. Seems like low commitment is all you get from your therapists. I went through two different therapists that just wrote fortune cookie grade short responses that I’m sure they only wrote those so they wouldn’t get in trouble with talkspace as they’re required to respond to you in a certain time frame. I feel like that system is made with good intentions, but it seems seriously abused by the therapists. I absolutely would not recommend the therapists on this app. Your money is better spent on a REAL therapist. I’m sure the ones on here are better in person, but the system just makes it ripe for abuse.

The app itself is great to use and the user experience and onboarding process is great and welcoming, but that’s where the feeling of progress stops. The person who pairs you with a therapist doesn’t really care who you’re paired with. Therapists can put whatever they want on their profile and they won’t actually use their skills to help you. I literally received this advice by my therapist, “You have to develop some ways of calming yourself down.” I specially sought out a therapist that specialized in CBT. And asked what sort of techniques they might know. And I’m told to discover it myself. That’s what your $180 is paying for.",False,dahbearz,talkspace-therapy-counseling,661829386,"{'id': 22268777, 'body': 'Hi there, thank you for taking the time to write this detailed review based on your experience. The feedback you provided is immensely valuable to us and we are so sorry that you had a frustrating experience. What you described does not sound like our standard and we can understand why you would be disappointed. We do our best to find the right match for each client and we are so sorry this was not the case, we would love to help you find a therapist that meets your needs if you are willing to give us another chance. We would love to look into this right away so that we can make this right for you. Please send us an email at Feedback@Talkspace.com and someone from our team will get back to you within one business day.', 'modified': '2021-04-15T19:55:22Z'}"
2021-02-25 03:05:58,Mixed feelings 🙃,3,"Review for MESSAGING ONLY OPTION: 
   I typically don’t review apps, but this ones a little different. When I heard of this app and how convient it is supposed to be for you I thought I’d give it a try. It’s advertised as easy texting between you and a therapist, but it takes so long for them to reply :/ ( Ik they have other clients, but it shouldn’t say working now but response tmw)  that’s definitely not what I was expecting when I downloaded the app. I saw a few other reviews saying the same, that therapist only reply once or sometimes twice ( which it does say in the informed consent you agree to when you are matched with a therapist).
   While that consent does say if you want to schedule with your therapist a time for “real-time” instant responses, you can do so; when I asked my current one if we can do that she basically turned it down to say that she thinks it’s better for me to have a relaxed space to type, even though I rather the instant messaging back 😕. 
    I had high hopes for this app but I don’t think I’ll be renewing my subscription, unless it dramatically changes over next few weeks, especially with its cost & late response, for example: You text at 3pm, and you’ll get a message similar to... “expect a response by tomorrow at 3pm” type of thing.",False,AZ 🏜,talkspace-therapy-counseling,661829386,"{'id': 21351620, 'body': 'Hi there, thank you for taking the time to write this review. We are so sorry to hear that you are having a frustrating experience with your therapist and the platform. Your therapist is expected to respond to you daily 5 days a week with thoughtful and meaningful responses, we are deeply sorry that this has not been the case. We would love to look into this right away. Please send us an email at Feedback@Talkspace.com. We look forward to helping you. ', 'modified': '2021-02-28T19:28:28Z'}"
2021-06-02 02:01:38,"Great idea, very poor execution",1,"I loved the idea of Talkspace but I was a bit apprehensive as I was reading the reviews. Many people said they never heard back from their therapist and had to find a new one multiple times.  I eventually decided to download it but unfortunately, my experience was exactly the same. I haven’t heard from my therapist and it’s been well over a week since when I’ve initially contacted her the first time. I’ve done in person therapy and I thought I’d be a great candidate for TalkSpace. It’s ridiculous that you pay upfront for these services when a response back from a therapist isn’t even guaranteed. With the money I already paid for the month, I could have had 2 in-person one hour sessions (and I would pay AFTER these services were provided). I’m holding this platform to a higher standard because you all are offering therapy services to people who are requesting help. It’s really unfortunate that more often than not, people aren’t hearing back from their therapists. I’m not even going to try to find another therapist because I don’t want to waste another week of my time retaking the questionnaire/matching with a new therapist/ waiting for their response. It’s unfair to expect users to wait 2-3 weeks of their first month just waiting for a first response from anyone. Hopefully this platform will get better and I’d be open to trying it at that time.",False,KrisC12344,talkspace-therapy-counseling,661829386,"{'id': 23183951, 'body': 'Hi there, thanks for providing this review. We are so sorry to hear about the delay in hearing back from your therapist, we can certainly understand your frustration as this is not our standard. Your feedback is immensely valuable as we continue to grow and learn as a company. We would love to look into your experience to see what we can do to turn your experience around. Please send us an email at Feedback@Talkspace.com so we can locate your account and help. \n', 'modified': '2021-06-04T00:24:01Z'}"
2020-12-27 19:37:04,Requires you to review your old therapist before trying a new one,3,"I started talkspace in early November 2020 to try to cope with 2020. After a few weeks I wasn’t really feeling it, but I wasn’t sure if it was me, or the format, or the therapist. I decided to try another therapist before cancelling. The ads make it sound super easy to change therapists, and it kind of is, but the process requires you to give a rating and review to your current therapist first. I didn’t feel comfortable with this because I had no idea if my therapist was good at her job and didn’t feel qualified to rate her at that time. Customer service said they could help me but I don’t want to talk to CS every time I want to change, either. I don’t know what the solution to this would be, since I assume they need this information on the back end, but it makes me super uncomfortable,  and ultimately resulted in me cancelling my subscription today because I wanted to change again but did not want to rate a stranger’s job performance nor explain to a customer service agent why I want to change and why I don’t want to leave a review. I definitely did not want to potentially do this multiple times until I find the right person.",False,Velanthia,talkspace-therapy-counseling,661829386,
2021-03-20 01:31:48,Absolute scam,1,"I never ever write reviews and I certainly don’t like to trash people but I want to do this so that other people don’t waste their time and money on this. They coax you in with a very kind matching agent named Laura. She’s quick and caring and gets you to drop the money quick. Of course, if you’re struggling with mental health issues and needing help on a budget you’ll do what it takes. Then they match you with a therapist and tell you they’ll respond within 24 hours. The guy I chose never responded. So I went to search for a new therapist and was brought to a new matching agent named Holli Fiscus-Connon who took 20 minutes to respond and was so cold and uncaring. Short answers. No apology for my disappointment. Simply said “I found you a new match”. I clicked and what do you know...ITS THE SAME GUY THAT NEVER RESPONDED! I told her that it’s the same guy and that I felt disappointed and requested a refund. Without any remorse she just told me to message customer support. Cold, nonchalant, indifferent. Turns out she’s a therapist too! Who are these disconnected therapists that treat peoples problems so casually? It’s totally unacceptable. So disappointing that this is a business that is being run at the expense of people with mental health struggles. Seeing the reviews here, clearly this is something that happens a lot. App deleted.
Never again",False,OriahMusic,talkspace-therapy-counseling,661829386,"{'id': 21843970, 'body': 'Hi there, thank you for providing this detailed review based on your experience. We are so sorry to hear that you had a disappointing experience, we certainly understand why you are upset. What you described is not our standard and something we take very seriously. We would love to take a look into your experience so that we can take further action and make it up to you. Please send us an email at Feedback@Talkspace.com, someone from our team would be happy to locate your account and help you right away.', 'modified': '2021-03-24T15:01:06Z'}"
