date,developerResponse,title,rating,review,isEdited,userName,app_name,app_id
2021-02-26 06:58:08,"{'id': 21826007, 'body': ""Wow - thank you for sharing your journey with us here. I'm so glad mindfulness meditation is helpful to you managing your anxiety and thrilled that Ten Percent Happier can help. We know it takes real work and commitment to stick with mindfulness meditation and your effort is a meaningful contribution to well-being - both your own and, in turn, to that of those around you. Thank you - Clea at Ten Percent Happier"", 'modified': '2021-03-23T22:13:40Z'}",10% Happier is an understatement,5,"I was diagnosed with generalized anxiety disorder two years ago, and was told that I’ve probably been suffering from it much longer than I realized. Fast forward to 2020 - I became a first-time mom at 38 years old, suffered from postpartum depression, and just when I was starting to find my footing, the world was immediately hurled into the COVID-19 pandemic. The stress wreaked havoc on my body. Everyday I felt like I was physically drowning; my chest was cramped, my muscles ached, I was permanently exhausted but couldn’t sleep, and my brain was foggy. I tried taking anxiety medication and it made me extremely nauseous, which further triggered my anxiety. I thought I was doomed; I felt so helpless. Then I read Dan Harris’s book, 10% Happier, and I figured if meditation helped him, maybe it would help me. Now I use the app daily, in conjunction with a daily routine that involves yoga, reasonably healthy eating, supplements as recommended by my physician, and continued communication and collaboration with my support net of friends and family. It’s part of a bigger picture, and it has made a world of difference. Physically, the chest tightness and muscular tension have decreased significantly. And mentally I find myself much more resilient in the face of stress, especially the kind induced by the intrusive irrational fears that come with GAD. Thank you to the 10% Happier team. In my case, “10% Happier” would be an understatement.",False,Ringer22,ten-percent-happier-meditation,992210239
2020-01-24 11:33:12,"{'id': 15168168, 'body': ""Hi Dr. J-Mo, Thank you for this lovely review, sharing your story and talking about how mindfulness meditation has worked for you. We're so happy that we've been able to support you! Wishing you well - Clea at Ten Percent Happier "", 'modified': '2020-05-07T16:12:22Z'}",The best $99 I’ve ever spent.,5,"I dare say if you were able to quantify how much “bang for your buck” you can get out of any app out there - This has to be #1.  I can’t even begin to describe how effective this little gem has been at helping me learn the basics of meditation, manage my stress, learn more about myself as a human and increase my overall well being.  I purchased this in May of 2019, it is now January 2020 and I will without a doubt renew next years subscription.  I have a very stressful but rewarding job and was in the verge of burnout.  Now, I feel in control and have been more productive than ever.  I just found that taking time each morning for the practice lead to a better day.  I am now taking a beginners meditation class with a group at a Dharma center and it’s lead me down a path I didn’t even fully understand I needed and could use but I’m glad to be on it.  The hardest part for me was getting in the habit of using this daily.  Luckily they have SO MANY ways to integrate meditation and mindfulness into your daily life and tips to help you do it.  The videos are wonderfully produced, sound quality is top notch, the teachers are very knowledgeable diverse and  insightful.  They are also funny and relatable and not just all a bunch of “new-agey woo-woo!” I have my favorites and you will too.  This was the best app investment I’ve ever made.  I highly recommend.",False,DrJ-Mo,ten-percent-happier-meditation,992210239
2020-05-24 20:16:12,"{'id': 16513222, 'body': ""Hi Anne - Our thanks go out to you for everything you're doing during the COVID-19 pandemic and we're glad to be able to support you and other frontline workers in this way. Thanks for sharing the parts of our approach that are working for you and taking the time to leave this lovely note. Wishing you ease and health - Clea at Ten Percent Happier "", 'modified': '2020-07-09T14:21:24Z'}","Thank you, thank you!",5,"I work in healthcare and have taken advantage of your generous free trial. I can’t thank you enough for the gift!  I have found the app immensely helpful in recalibrating mental well-being on tough days and in bolstering my baseline resilience during this pandemic. I would say the free app has turned out to be my personal “silver lining” during the pandemic.

Although I have dabbled in mindfulness and meditation a little bit over the years, neither really “clicked” with me, even after trying other related apps. This app is different. The variety of teaching formats has made a crucial difference. For instance, the videos that show how meditation and mindfulness can change the brain really helped me, the ADD skeptic, better understand and accept the practice of meditation as legit. I also love the way Dan interacts with his guests and brings his personal experiences to the table. 

I have found the meditations that have science-related informational nuggets sprinkled throughout them the most helpful, I think because they engage multiple aspects of my brain, thus holding my attention better. I also really like being able to listen to the app’s “Talks,” as an alternative to meditating. I have learned so much!",False,Anne Moser,ten-percent-happier-meditation,992210239
2020-03-03 11:59:32,"{'id': 15168285, 'body': ""Hi Jess - Thank you for being vulnerable here and sharing your experience with us. We're so glad you ended up downloading the app and enjoying learning and practicing mindfulness meditation with us. We wish you lots of happiness - Clea at Ten Percent Happier "", 'modified': '2020-05-07T16:19:28Z'}","Skeptical? Yea, me too.",5,"I have never been one to “imagine myself by the ocean” or find any use of guided imagery and guided meditation was always the same. I found myself getting more and more stressed with work, 2 small children, and my own high expectations. A friend mentioned this app, so I said I would try it, knowing that I probably wouldn’t. She asked one day how I liked it and I lied and said it was great. She then asked if I had just gone through my course or jumped into any of the other content as well. I didn’t know what to say so I said i had to run and i would catch up with her later. I decided the only way to get myself out of this mess was to actually download the app and give it a go. I completed the first two sessions of my course that morning and went on to explore the other content and found myself enthralled in this app for more than an hour. There were so many topics and stories that I saw that I knew I needed to hear. The meditation is actually TAUGHT and not just “guided”. I truly feel like I am learning to regulate myself and my days have never started so well and relaxed. Do yourself (and your friends and family) a favor and get this app. You won’t regret it.",False,Jess41185,ten-percent-happier-meditation,992210239
2020-06-17 19:47:29,"{'id': 16221976, 'body': ""Hi there - Thanks for this review of our sound and our approach to mindfulness meditation. We really appreciate it and you're right, we work hard on our production. I hope you continue to enjoy the guided meditations that get rolled out regularly and congrats on your own, unguided meditation time! In case you haven't used it yet, meditation coaching is included with a paid subscription and they're a great resource if you'd like to go a little further with your unguided meditation time or get some advice on guided meditations that address an experience or issue you're having. You can reach them by tapping 'Ask a Question' under the profile tab. Thanks again for your review - Clea at Ten Percent Happier "", 'modified': '2020-06-25T16:19:02Z'}",A Great Approach,5,"I really like this app for several reasons. The first being that many of the foremost teachers are represented. Also, two things relating to content and presentation. One, there are apps out there that boast about ‘40,000 free meditations’. The problem is that some of them sound like they were recorded on my father’s cassette recorder from 1967, from across tge room. Poor sound quality is difficult to excuse in 2020, as are noise from traffic, conversations in the distance, air conditioning etc. 

Unless you need the digital waterfalls, digital birds cirping, cavernous reverb on the teacher’s voice and the like, you might prefer-as do I- the simple, minimalistic presentation and crystal clear recordings that are the hallmarks of Ten Percent. To me, that other stuff starts out as a distraction and quickly becomes an annoyance.I sort of think of guided meditations as training wheels anyway, something that gets you started. Ultimately, you might want to meditate in a circle with other people or without recorded guidance, at least some of the time. Try meditating without the overproduction for a month and see what you think. Lately, it’s either 10% or a simple timed meditation for me. Recommended",False,Analog Relic,ten-percent-happier-meditation,992210239
2020-01-06 12:04:18,"{'id': 12867826, 'body': 'Hi Dickins - thanks for taking the time to write to us. The Ten Percent Happier app was founded by Emmy-winning journalist Dan Harris and some of the best meditation teachers on the planet. Sam Harris did also recently launch a meditation app that you may want to check out. You can learn more about Ten Percent Happier at https://www.tenpercent.com/ or within the app! Best wishes to you- Joshua@Ten Percent Happier', 'modified': '2020-01-12T16:54:12Z'}",Correction question,5,"I’ve not actually engaged in the app as of yet. But i plan to,  and am excited about doing so.  My correction question is,  isn't the person that the description talks about Sam Harris not Dan Harris.  I would think you are aware of the error by now but you never know.   i could be mistaken, but that is not likely, as i try to see and hear as much of Sam Harris as i can.  When i first came across his efforts i was and i guess still am listening to Alan Watts.  Sam was maybe the third person in my life that spoke my language.  That is,  he would often confirm for me ideas and conclusions i had knocking around in my head for a long time and newer thoughts as well.  Soon as that kind of thing happens, well, thats a friend of mine.  Anyway,  its amazing to me how after he lectures,  people can still find ways to fool themselves in order to continue believing something that is so clearly inaccurate.  If the statements in this article about Dan Harris are in fact true,  allow me the convenience of saying thank you Sam,  you are appreciated to the extreme.  Please continue in your roll as the leader of our crusade.  
Peace to you and yours",False,Dickins Cyder,ten-percent-happier-meditation,992210239
2020-05-17 03:57:16,"{'id': 15419356, 'body': ""Thank you for this lovely, heartfelt review. We appreciate you taking the time to write it and we're honored that we can support you during this time and going forward. Thanks for all you're doing for your community! If you have any questions about mindfulness meditation or your personal experience with it please contact your meditation coach in the app by tapping Ask a Question under the Profile tab. We're glad you're here - Clea at Ten Percent Happier "", 'modified': '2020-05-19T12:50:59Z'}",Best Gift I Could Have Gotten,5,"This is hands down the best meditation app experience I’ve ever had, and I’ve tried a considerable number of them. I was continually cycling through intro videos for a long time.  They’re so kind to beginner meditators and are instructional in ways that were incredibly helpful to my easily distracted self.

When the COVID outbreak began and 10 Percent offered free full access to essential employees, I was beyond happy. As a stressed-out hospital employee and last semester grad student in NYC, this was one of the most meaningful and caring things I could have gotten.  I have been able to meditate longer than I ever thought was possible before. I’ve been able to decompress and wind down after long, high stress days. It has truly improved my quality of life in one of the most tumultuous times I’ve ever experienced. 

I never write reviews. But I really had to say, from the bottom of my heart, thank you for making this phenomenal program. I can’t  imagine how much time and energy you all have poured into making this as excellent as it is and I’m incredibly grateful for each moment you spent on it.",False,Bri-Bri101,ten-percent-happier-meditation,992210239
2020-07-20 04:38:12,,Dan Harris,5,"I’m a RN and I used to work in an HIV Clinic that was opened Monday through Friday. I’ve always watched Dan Harris on GMA on the weekends and I loved watching him and Paula Farris. They are my favorite anchor people (although Paula Farris has left sometime back). I’ve always enjoyed hearing Dan Harris talk about the “ten percent” but never gave the app much thought. Now that covid-19 has hit our communities hard, the need to learn how to stay mindful is key. It’s even harder because covid-19 hasn’t just taken away our form of being (going to concerts, eating out, going to a movie theater, studying at a coffee shop) it’s taken away our sense of reality. The only way to get that back learning to be “mindful” and learning to stay in the moment and knowing that we need to respond and not react, that’s the only way we’re gonna keep our sanity through covid. Dan Harris does a nice job of connecting us with the right people at the right time. It’s an awesome set up and nicely done to teach us how to be mindful. Dan Harris teaches us in baby steps, if that is what your profile calls for, its great!",False,LN w.,ten-percent-happier-meditation,992210239
2020-04-02 10:22:43,,110% Skeptical,5,"I was a 110% skeptical going into this. I have ADD and doctors (east & west) have been suggesting a mindfulness practice for years. I just never bought in. I tried this mostly so I could say I tried but never expected anything. Today is my 28th day if using the app daily. 

I immediately felt different—more grounded and balanced—and, yes, happier. I started with The Basics course and appreciated the “learn” part of each session and Dan’s very real, typical person questions and comments. The Type A in me also loves that I can SEE “success” in the app’s tracking of mindful days, sessions, etc—and esp my streak! 😂 Even if I miss my AM meditation (which I hate missing now), I can listen to a Talk while on the go and still get in my mindfulness fix! I use a sleep meditation EVERY night, and it has truly improved my sleep by helping me soothing and focusing my swirling thoughts. 

I am most definitely at least 10% happier—and 100% happy with this app. It has changed my life—and is a blessing in my new pandemic life.",False,Trinick71,ten-percent-happier-meditation,992210239
2020-01-18 08:06:11,,Two Suggestions,4,"Overall, I love this app. I love that it’s geared toward people who aren’t necessarily spiritually minded, like myself. This approach definitely works much better for me than, say, Deepak Chopra’s approach. And I have nothing against Deepak Chopra. I just love the Everyman vibe of this program. I do have two minor suggestions for improvements, though.

I have noticed that if you rewind part of a video or meditation and watch or listen to that part over again, or fast forward (maybe you watched part of it and are trying to pick up where you left off), the time is counted strangely. It tends to overcount your time. I think it’s counting the time you fast forward through, if you fast forward, for example, instead of the actual time the video is playing. I would love for that to get fixed.

I also recently started downloading some meditation courses, and I noticed that the closed captioning option disappeared after I did that. So the exact same course will have closed captioning if I’m streaming it, but not if it’s been downloaded. Please fix that as well.",False,Kris CV,ten-percent-happier-meditation,992210239
