date,title,isEdited,rating,review,userName,app_name,app_id,developerResponse
2020-02-05 04:28:37,Amazing App,False,5,"Let start by saying this, I don’t normally leave reviews on apps because I don’t care enough. This app is one of few I find very deserving! I just downloaded the app about an hour ago. The first thing after you download the app is hit with a membership upgrade. No biggie, close it out and continue being curious. There is a really good selection of unlocked sounds and such to listen to from each category. I found one I thought would be great it’s something along the lines of “by the beach” or something around that title- and I began to play it. No downloading no wait time boom it’s playing. I was skeptical of the app at first because I need something I can turn my phone on sleep mode with my alarm set for work in the morning. Not a problem! I hit the power button on my iPhone to put it to sleep and it kept playing! Not only that but don’t want to turn down the volume so you know you’ll hear your alarm go off? No problem! The app actually has its own volume for whatever you’re listening to so it won’t interfere with your alarm or be blaring too loud while trying to research something on the internet in the meantime. Very good app!!! Thanks!",Underdog6779,breethe-meditation-sleep,920161006,
2020-03-13 04:15:58,An amazing safe space,False,5,"I questioned getting this app due to the price, but I’ve been loving it. I have a great sense of appreciation for it. I use it daily, and I’ve liked how the daily meditations offered felt like the universe or God speaking to me because I needed them basically right when I would listen in. This app has many wonderful meditations, talks, short relaxing videos, & nature sounds. I also love the bedtime stories, & sometimes would really try to stay awake to hear all of the story😆 or I would listen in when I needed a nap or to rest during the day. I highly recommend this app. It has helped me through my anxiety, stress, & headaches. Meditation has really helped me so much, & I think it’s something so useful for everyone to try. Just listening to Lynne Goldberg or just hearing the app’s automatic music soothes me. The app allows for easy searching & browsing, & really has a lot to offer. If you’re looking for an easy way to get connected when you need a source of calm, this could really help",Krystallwithakay,breethe-meditation-sleep,920161006,
2020-05-01 15:55:45,Love this app - sleeping is much easier now,False,5,"I absolutely love this app. For more than 20 years  I have had extreme difficulty getting to sleep every night; sometimes no sleep at all. I started using the TV to help me get to sleep, which would take hours and hours to make me so tired that eventually I would fall asleep. This was my routine for many years. I tried other sleeping apps, which helped a little but not like Breethe. This app has given me my sleep life back. I select one of their sleep meditations, and before I know it -- I'm off to dreamland. It was the best free trial and it is the best purchase I have ever made. Even when I am in physical  pain, this app still helps me get to sleep. As I mentioned above, I used the TV for many, many years in hope to eventually fall asleep. I am TV free for night-time sleep. Thank you Breethe!  Best app ever,
plus it includes many other options. Check it out - I'm confident that you won't be disappointed.",Kathy-MS,breethe-meditation-sleep,920161006,
2020-10-23 13:28:34,Amazing :-),False,5,"I used to meditate many many years ago while practicing Aikido as part of the practice units. During that time I was truly balanced and at inner peace. One day I stopped doing Aikido and my life consisted of work, friends and family. However work life balance has gotten so difficult over the years that my stress level is at an all time high. A level I am not proud of and don’t like. I tried many apps, but this one I personally prefer to most. I have only used it for 1 week now and already see a change on how I feel and my inner self is starting to come to peace. It will take a while to get rid of the stress and feel healthier in my mind, but the journey is well worth it. I only use it once, 10-15min per day. 
As a first thing in the morning ritual. I am so excited that I ended up buying the lifetime membership. Thank you for making such an amazing app accessible to everyone!",Nic'sZen2120,breethe-meditation-sleep,920161006,"{'id': 18714453, 'body': ""Hi Nic'sZen2120 - thank you for sharing your story! 😍"", 'modified': '2020-10-26T17:01:43Z'}"
2020-11-23 01:07:36,I’m so glad I found this!,False,5,"I love this app! I have trouble falling asleep sometimes & since finding this app & listening to the meditation & bedtime stories, I have gotten to where I am usually asleep before the session ends. I have made a playlist for the nights that are particularly hard to sleep & I will wake up to the sound of my earphones dying. 
I also like to take time during the day to stop for a few minutes & use the other options that are offered. Whether it be for anxiety or self love. It’s nice just to stop & have a moment to close my eyes & ‘Breethe’. 🙃
I did buy the year subscription & when I say I NEVER do that, know that means something. This app has helped me & now I have made my daughter, who has anxiety & insomnia start using it. 
I am very thankful for Breethe. I hope it can help others as much as it has helped me.",A3673,breethe-meditation-sleep,920161006,"{'id': 19342605, 'body': 'Hi A3673! Thank you for the inspiring story! We wish you and your daughter many wonderful meditations! 🥰', 'modified': '2020-11-25T10:09:58Z'}"
2021-03-16 21:39:11,Great app!!,False,4,"This app has been really useful and certainly helps me with sleeping! I really enjoy the stories and all the other content too. However I can only give it four stars because of the whispered stories. They are very hard to listen to and it is not relaxing at all trying to concentrate on something that should be easy to hear. In addition I wish they weren’t mixed in with the normal hearing sleep stories, perhaps they could have their own section because it’s frustrating to go through the whispered stories since they are not usable to me. It’s also disappointing that there’s so many great titles in the whispered stories and I will never be able to hear those ones. Please also consider recording whispered stories also as regular hearing stories. Thanks for the great app and in advance for your possible consideration to my suggestions.",1963wolfie,breethe-meditation-sleep,920161006,"{'id': 21742805, 'body': 'Thank you for a great review, 1963wolfie! 😍 As for the Whispered Stories, please note that if you tap ""Library"" and then select ""Sleep Stories"" under the ""Sleep"" category, you will see various types at the top. Whispered Stories are just one of the types available there, and you can see all other types at a glance. We regularly add new stories to the app, so please drop us a line at support@breethe.com and let us know which ones you\'d like to hear. We hope to hear from you soon! 🥰', 'modified': '2021-03-18T21:37:58Z'}"
2020-03-26 23:01:28,Amazing App!,False,5,"I had anxiety and I wanted to be happier and lose weight and I wanted to be happy and free but after I got this app, I was so happy and felt amazingly relaxed, I recommend this to the people that wants to feel happy and overcome anxiety and cheer up more. This app helps you meditate well and feel good with a relaxing music, it helps with everything you could possibly think of!! This helped my sister and I very much! I love this and I wish I could put more than 5 stars, or actually more than 1million! I recommend this so much, I wish you can feel it. Normally I don’t write reviews but I had to for this one because it was special and helps me than other meditating app. I had problems with my body and mind, but I never knew that those problems will go away by this app! I love this so much and more than anything🥰😍",Diana Dao,breethe-meditation-sleep,920161006,
2021-04-30 14:55:12,Pretty good,False,3,"For years, this is the primary app I use to meditate and I use to love it. The daily breathers are short and sweet so I do them almost every single day, but lately I find them less appealing. The whole “think about someone you love... now think about someone you’re neutral towards, etc ” approach not only makes for a really distracting meditation, but also makes me examine my relationships instead of looking inward. When I meditate, I try to calm the monkey mind - not feed it by thinking about the different people in my life. I already do that enough! Please pull back in that approach and guide us in the here-and-now instead like you use to. I was questioning whether or not I should subscribe to another year, but the last few months have made me think that I may not. It’s too frustrating leaving a meditation more worked up than when you went in.",MaryTBK,breethe-meditation-sleep,920161006,"{'id': 22599663, 'body': 'Hi MaryTBK ❤️ Thank you for taking the time to write this review. Please note that the daily Breethers are selected to help with all sorts of different aspects of your life. Some may fit your current situation perfectly and others may resonate with another person more on that day. This being said, we appreciate your comment and will definitely keep it in mind going forward. Thank you! 🙏', 'modified': '2021-05-03T20:35:40Z'}"
2021-05-18 14:24:47,Difficult to cancel-warning!!,False,2,"I decided to cancel my trial after being billed for the first month’s subscription and they make it exceedingly difficult to do so. I emailed support with the subject line ‘account cancellation’ and they responded fairly quick with a follow up saying I would have to cancel through Apple unless it was being paid via credit card or PayPal in which case they would help. I responded to let them know it is billed through PayPal and...crickets, zero response or follow up.  Apparently they only want to talk to you if you’re willing to give them money? I’ve been forced to go through PayPal and remove/block their payment agreement and will be watching closely to make sure that works.

I’ve always thought that a true measure of a company is what they do to retain customers, but not having the ability to cancel easily leaves a very bad experience and completely negates the possibility that I’d consider them for future use. Do not recommend.",TKFishy,breethe-meditation-sleep,920161006,"{'id': 22904087, 'body': ""Hi TKFishy 🤝 We're sorry to hear about the issue! We do respond to every single message within a maximum of 24 hours and process cancellations as soon as we receive them. Please check your spam folder, as our reply could have ended up in there! We would very much appreciate it if you could confirm that you received it (at support@breethe.com). We're looking forward to hearing from you! 🥰"", 'modified': '2021-05-19T21:42:56Z'}"
2020-03-10 02:43:49,Miracle worker,False,5,"I have a terrible time trying to focus lately. From sleep, to work tasks I just can’t win. I’m on antidepressants which should be helping but I don’t feel that it is anymore. At my wits end, I decided to try breaths as it was recommended by one of my doctors. I’ve been suffering awful anxiety which is new for me and I didn’t know what to do to deal with it. I Downloaded this app, and agreed to the subscription which seems steep but why not. I still think it’s a little steep but I’m using it for sleep, anxious feelings, before I go back to work from my lunch, and I believe it is helping improve my mood. I’ve even gone as far as recommending it to my friends who have also downloaded it and they share the same effective results. I love this app.",akphoenix,breethe-meditation-sleep,920161006,
2021-06-08 00:11:46,Speaks to my Soul!,False,5,I was lucky to get in on a lifetime membership sale & I love this app so much. I use it every single day! I download my favorites & listen anywhere. I am so appreciative of Lynn Goldberg & her many contributions to mental health. So many new content additions are wonderfully unique. I love Tasha’s grooving music & message to cut loose! And Bethany’s soulful soothing voice meditations. Ryan Harrison’s bedtime whispered stories are the best. Glenn Harold’s hypnotherapy & meditations are helping me sleep better & Bradley Morris has quick messages for busy days. Just a few of my favorites. Today I listened to Sara Ablinger & her Morning Peace & Grace was a perfect start my day. Peaceful pauses & acceptance for myself & others has changed my life! I hope you take a leap & join.,FrankatD,breethe-meditation-sleep,920161006,"{'id': 23295335, 'body': 'Thank you so much for a wonderful review, FrankatD 😍', 'modified': '2021-06-09T21:48:15Z'}"
2021-02-04 18:38:06,Honest Review,False,3,"I downloaded this app yesterday.  Here’s what I found.  There is hardly any content that can be used without a subscription.  I decided to do a month subscription to see if I liked it.  The app seemed to be working alright until I paid for the subscription.  After I was able to unlock all the content the app wouldn’t load.  I restarted my iPhone twice.  The app just kept “thinking”.  Eventually I got it to load and played a sleep playlist with several songs. I asked it to play all of them, it didn’t.  I had the same issue with a relax playlist this morning.  The app is now having the loading issue again.  I don’t know about this app being life changing but I do know it’s been frustrating which is the exact opposite of its purpose.  I will most likely cancel my subscription and try Calm.",Jamie KCK,breethe-meditation-sleep,920161006,"{'id': 20934800, 'body': ""Thank you for taking the time to write this review, Jamie KCK ❤️ There are actually a couple of hundred of free items for you to enjoy without having to pay! As for the other issues you described - it sounds like they are internet connection-related. Please contact us at support@breethe.com and we'll be happy to check it out and assist you. We hope to hear from you soon! 🥰"", 'modified': '2021-02-08T17:35:35Z'}"
2020-04-15 17:53:28,Breethe App,False,5,"This app was able to help me relax and de-stress from all anxiety. What I was able to connect from my class material in my abnormal psychology class was that this app was able to help slow down your heart rate when someone gets anxiety from public speaking or being on a plane. This app is a perfect example and very useful to calm someone down including myself in any stressful and when someone has an anxiety attack. What I enjoyed was feeling all the relaxation in every part of my body while listening to the audio that I was able to choose. The breathing exercise before all relaxation of helping with anxiety helped me calm myself. I highly suggest this app for anybody with anxiety, stress, or trying to relax before bed.",Jordan Lewandowski,breethe-meditation-sleep,920161006,
2020-02-15 12:25:07,Best offerings available,False,5,"Having a good dozen popular Meditation Apps or so, when Breethe was what I found my friends were using, I added it. Since adding it, I’ve dropped two others and probably will drop all but two. Breethe offers everything one needs in a Meditation App plus lots more. It’s more like a Meditation/Wellness App. It has excellent meditations you get to choose, scientifically based music to reduce stress, yoga, aging well, sleep programs, mid day help, focus and concentration help, a choice of male vs female voice, hypno therapy. I could go on and on but this is by far the best app Ive tried and I’m very satisfied and my search for the perfect Meditation App is over. I highly recommend this App. You can’t go wrong.",you crossed the line,breethe-meditation-sleep,920161006,
2021-05-18 13:45:01,"Best, most used app on my phone.",False,5,"Absolutely-LOVE  this app.    This is the most expensive app I have.  So 
I think I enrolled for the year by mistake.  BUT I now listen at least twice a day, most days. 

It’s absolutely calmed me enough that, with help of my doc, I’m lowering, and intend to go off my anxiety drugs. My life is so much more positive in spite of the enormous responsibilities and concerns for my future. 

If you have any kind of anxiety, want to learn meditation, need help sleeping, need help getting started in the A.M., need help with patience with someone you live with, or for so many concerns.... this app is IT.  

Though most tapes are non religiously oriented, there are plenty that are. 
There’s prayers for wake up a, for bedtime, or any time. Prayers for help, for thanks, learning gratitude, inner peace, releasing pain, and learning to feel the Lord around me and to show his grace in the day’s interactions.
I’ve been listening for a month and feel it’s responsible for my increased energy and happiness. 

There are so many subjects,(even tapping) with ability to search a subject. I love trying new ones and save the best.",Barb177,breethe-meditation-sleep,920161006,"{'id': 22903920, 'body': 'Hello Barb177 ❤️ Thank you so much for a lovely and detailed review! 😍', 'modified': '2021-05-19T21:14:12Z'}"
2020-06-09 02:16:05,very expensive and they lie about it having a free option,False,1,"Response to developer: 
You might want to check how it looks to someone who newly signs up, because when you go to the app, the ONLY options it gives is to sign up for the very brief trial, after which you get charged the full price, OR to just sign up at the full price right away. There was nothing that states “use for free” or anything of the sort, giving the impression that there is no free option. (At which point I wrote my initial review) Then, I closed the app, when I went back to it, it let me use it in the slightest sense. So few of the options are available in the free version. And it doesn’t tell you until you click on each one individually. So it doesn’t even have a category for free ones, and it doesn’t say until you open it. So I opened about 12 different recordings and then then it tells me that I need to be a premium member. And then I gave up. So the free version is pretty useless. 

Original review:
Well, right in the description it says that you can use the free version for as long as you’d like. But, when you go on the app and sign up, it does not have a free version at all. You have to sign up for a paid version. There is a free two-week trial, but after that you are charged.
Disappointing.",Wishew,breethe-meditation-sleep,920161006,"{'id': 16022980, 'body': ""Hello Wishew,\n\nPlease note that the Premium subscription is 100% optional and you are welcome to use the app completely free and without EVER having to pay a dime. Before you started your free 2-weeks trial, there was a note explaining that it will become a paid subscription when it ends (unless you cancel it before the 2 weeks pass). You seem to have missed that (it can happen!) but don't worry - please contact us at support@breethe.com and we'll be happy to assist you with a cancellation and a refund. We hope to hear from you soon!\n\nEDIT: When you're using the free account all locked content has a small, white padlock icon displayed on its cover image, so you can easily recognise it on the list without having to actually tap to see the details. So basically - all content without a padlock is free for everyone (and there's plenty of it!). \nAs for the registration, you are offered the trial (and are informed of the fee that will be charged afterwards, unless you cancel it), so you can simply decline it and use the app 100% free. Please accept our apologies if this wasn't made clear enough! \nIf you need any assistance at all, please drop us a line at support@breethe.com. We hope to hear from you!"", 'modified': '2020-06-16T13:58:23Z'}"
2020-04-16 20:49:23,❤️❤️❤️❤️❤️❤️❤️👌👌,False,5,"I have had trouble getting to sleep at night because I’m thinking about things that are going on or about things I need to do, when I downloaded this app I was like how will an app help me go to sleep then i put on the sound “rain” and once I started listening I went straight to sleep. This app takes your mind of things and gets you to relax. The next morning I put on the sound “ total body relaxation” I was amazed I had never felt so calm and relaxed, my arms and legs were relaxed. Then in the middle of the day when I’m stressed I lay down and just put on daily breathers and I feel better. It’s truly amazing and I can’t wait to try it out more!!!",hhdhdhfhdhfjdjdjdifhjeo,breethe-meditation-sleep,920161006,
2020-04-05 09:51:52,Helpful App (with a hack too),False,5,This app is very useful. One night I couldn’t sleep and then i thought of a old app which is this and I got it. But if your like me and this is secret and you can’t pay for the songs. Just use the song you want ( make sure it’s free ) then the next day you see you can’t listen to the the music any more right? Well the next night you and get rid of the app and then download it again with free songs. I learned this hack cause this is my helping sleep app and so far it helps and works! Tbh this is a good idea if this is your top secret app and you don’t want anybody to know and you can’t pay for it. Great app! :),Monkawekrue,breethe-meditation-sleep,920161006,
2021-01-31 13:43:28,Perfect until the latest change...,False,1,"Breethe is my #1 go-to for sleep music. I literally use it every single night and have it on repeat so it plays the entire time I’m sleeping. However, lately there’s this new “well done!” page that shows up at the end of one session, meaning the music stops. So, now I wake up in the middle of the night, notice the music isn’t playing, go into the app, have to close this new “well done!” page, and then start the session over again. If it is at all possible, please remove the page after each session and store the page in “my account so people can access it when they want. Or don’t have that page show up after the sleep sessions since they are designed for sleepers who won’t be awake to see the page anyway. I would be more than happy to give a stellar review if this is fixed. Thank you!",TianaFarrant,breethe-meditation-sleep,920161006,"{'id': 20815236, 'body': ""Hi TianaFarrant, it seems that you accidentally turned off the repeat function in the app 😉 As soon as you turn it back on, the issue should be resolved. Please drop us a line at support@breethe.com if you need assistance with that and we'll be happy to help! 😍"", 'modified': '2021-02-02T19:32:34Z'}"
2020-04-23 20:04:47,Two way conversation in my head,False,5,"Last night I didn’t think I would ever find an app that would help me relax and fall asleep. I do have sleeping problems and weight issues. However, there are many factors in play I just needed a sleep app. Breethe is that app. 

After searching for a top-notch sleep app that I don’t have to pay subscription for allows me to enjoy the apps full version. I get easily frustrated when most health related apps I have to either sign up for and/or pay for monthly or yearly subscription. 

I have tried everything I could think of. Now, I just want to sleep and take care of myself.",centaur120293,breethe-meditation-sleep,920161006,
2020-02-29 10:19:10,Can I use iTunes cards to purchase the app,False,5,My phone is registered in United States but I am from Nigeria and there is no way I can use my Nigeria Credit Card to purchase the app. I wanna know if I can use ITunes card to purchase the app. The free version of the app has been so nice to me and I want to upgrade so that I can use all the full features of this amazing app. I didn’t see any option of using ITunes card so I will be glad if you reply me and direct me how I can be able to use ITunes card to make the payment of it is in anyway possible. I thank the developer for making such an amazing app.,Armo858889995587,breethe-meditation-sleep,920161006,"{'id': 14388845, 'body': ""Hi, Sorry we missed your comment here! If you haven't already, you can use your iTunes gift card to get the app. You can do so by going to the App Store, tapping the profile icon o the top right, and the tapping Redeem Gift Card or Code. You can also find the steps here: https://support.apple.com/en-us/HT201209. For further assistance, you can email us at support@breethe.com."", 'modified': '2020-04-01T12:22:00Z'}"
2021-01-16 03:59:18,Must have app for a better life,False,5,"There's plenty of apps out there that complicate and stress our lives more than they need to be. This app is worth every penny to help you find balance and peace for whatever is going on in your life. 
I love that you can search for specific situations, types of meditation, session lengths. I love the variety of instructors and that they're constantly offering new voices and sessions. 
This app has helped me through so many hard times and it genuinely is something that helps my anxiety and stress. 
Thank you for making this platform! Favorite app hands down.",hfoolio,breethe-meditation-sleep,920161006,"{'id': 20485641, 'body': 'Thank you so much for taking the time to write this review, hfoolio! ❤️ ', 'modified': '2021-01-18T21:05:08Z'}"
2020-02-26 01:10:38,Way to go!,False,5,"Tried many other free trials that just didn’t deliver. Insomnia caused fuzzy thinking caused anxiety, caused stress, etc. Life was getting messed up. I was headed on a downward spiral all from lack of sleep. Breethe helped right way and continues the more I use it. Checked off all my issues. The types and varieties of approaches are fantastic! With so many options I can always find what I need wherever I am and how much or little time I have. Not just for sleep. Getting improved (amount & quality) sleep PLUS meditating and more. Got my life back! Thank you Breethe! Excellent customer support, too.",Farajia,breethe-meditation-sleep,920161006,
2020-05-26 11:55:56,"I love, love, love, this app!",False,5,"This app is one of the best investments I’ve made in a long time, I’m a Caregiver, and I have multiple clients who cannot sleep at night, I turn the app on as I get them ready for bed, and low and behold, they are sleeping like a baby... not to mention how it helps me through my day.
to anyone out there that is looking for an app that cannot only help you rest well, but also be a great benefit to your mental health. Every morning it’s the app that I run to, To do my meditation, self check in, and overall get my morning started.
I promise you, You will love this app!
- Ebronah Edwards",LadeEbronah,breethe-meditation-sleep,920161006,
2020-03-24 20:04:42,Relaxing but.....,False,4,"This app has really changed the way I see stuff, in a good way. I get better sleep and I feel calmer throughout the day. I definitely recommend this app. The one thing I really hope changes is the prices. Almost everything good is locked up and I have to pay for it. I get that the really good stuff should be payed for but...... I really want to get a variety of good, free, meditations. I love how it makes me VERY calm when I meditate here, BUT I have to keep redoing the same bedtime meditation because all the others are locked up. I really hope that changes. Overall, this is THE best meditation app that I’ve come across.🧘🏽❤️",Cool but make it free!!,breethe-meditation-sleep,920161006,"{'id': 14258100, 'body': ""Hi, We're so happy to hear that the Breethe app has helped you get better sleep and feel calmer. We offer special pricing, including a one-time fee for a 2-year subscription that comes with a free upgrade to a lifetime membership. Feel free to reach out to us at support@breethe.com for more information. "", 'modified': '2020-03-26T07:52:31Z'}"
2020-07-29 01:57:34,Why complain about price?,False,5,"The people complaining about having to pay for this app amaze me. Even the simplest app takes money and resources to create, let alone one as sophisticated as this. The sense of entitlement is shocking.
Anyway, this is truly a lovely app that isn’t even that expensive, especially for what you get. Beautiful pictures and videos and a great variety of material. 
It has a really comforting, accepting feel to it, as if somehow the app really cares about. We all need a bit more of that feeling in our lives.",K1908097,breethe-meditation-sleep,920161006,"{'id': 16972240, 'body': 'Hello K1908097, thank you for appreciating our work! 😍', 'modified': '2020-07-30T07:44:04Z'}"
2021-01-26 06:44:37,The app is great but there are many locked items,False,4,"First off the app is amazing it definitely calms people down so they can get some rest, but the thing is that there are some things that cost and I just don’t have the money to buy a lot of items especially during COVID and plus there are only 2 or 3 items in the places where you choose if you need sleep or or if your felling down or want to meditate b overall that app is great i just think it would be amazing if the prices were cut a little bit instead of them making it 90 dollars so yea but overall as I said it’s great",cookiekenya,breethe-meditation-sleep,920161006,"{'id': 20694709, 'body': ""Hi cookiekenya. Thank you for taking the time to write the review! We're happy to hear that you enjoy the app. As for the pricing - please contact us at support@breethe.com and we'll be happy to let you know of the special offers available at the moment. We're looking forward to hearing from you! 😍"", 'modified': '2021-01-27T21:22:43Z'}"
2020-04-12 20:03:36,I’m really happy with this app!,False,5,When I started looking for a meditation app I downloaded many. I liked some of them but it was are to access the meditations that I wanted to do. This app does have a paid membership but you are able to accesses many of the lessons without one. I also found with other apps that I struggled finding an instructor that I enjoyed listening to. I tried apps with different instructors but none of them seemed to fit. That was until I downloaded this app. I was able to find an instructor that I really like.,Teen Meditation,breethe-meditation-sleep,920161006,
2020-03-12 14:39:56,Life changing,False,5,"breethe has helped me live more fully. For the cost of less than one hour of a mental health appointment, I have a year of 24/7 access to a multitude of helpful resources. 

I love the daily mediation as it offers me something different each day. 

The classes and series are amazing. So many possibilities to learn and grow with gentle guidance. 

Searching by word or teacher is a nice feature. 

I downloaded a few favorite meditations to listen to offline as my internet can be glitchy. Sometimes, the app takes a while to load in this situation but i can usually listen to my offline content when needed. 

The free content was an amount I found helpful as it showed me the usefulness of this app. Purchasing the subscription is worth it to me as it offers so many more valuable resources. 

Gifting this app to a friend was a joy. 

I recommend this app for anyone wanting to be more mindful and live more fully.",ellacylah,breethe-meditation-sleep,920161006,
2020-12-05 13:27:15,My favorite App,False,5,"I use this app to help me sleep, remove anxiety, and during long trips.  I used the 14 day free trial, but loved it so much, I purchased the app. Best purchase by far on my phone.  Within minutes I am relaxed and then asleep.  If I awaken again, I just play another relaxation and I am out. I also love the other sections, such as the dance, whispered stories, etc.  I had issues with the app due to my error, but the developer was very fast in responding and helped correct my error. Very patient and understanding. Do yourself a favour and purchase this App!",Running first time,breethe-meditation-sleep,920161006,"{'id': 19599327, 'body': 'Thank you for a wonderful review! 😍', 'modified': '2020-12-07T18:48:17Z'}"
2020-08-25 01:34:49,Ansolute Awesomeness,False,5,"This app is by far the best one out there ! Just love Lynne Goldberg ! She's been where some people unfortunately have, and shown it's possible to turn oneself around after tragedy. She and her colleagues present  practically every issue one might need help with, and always adding more--plus. if you need real people to email for help, they are there for you, asap ! Sessioms are short to longer, and comforting, thoughtful, and so helpful in this crazy world we are in right now. Highly recommend this app for all your meditation needs !",sundaycrickster,breethe-meditation-sleep,920161006,
2020-04-14 16:59:34,Wow,False,5,"This is my first ever review on an app. Wow. Ever since this quarantine I started to feel anxious a little depressed, even with my family here. I started to to have mini panic attacks something I’ve never suffered from, I even started therapy! Huge step, I was not expecting a lot from this app, until I tried the sleep Portion and I knocked out!! I didn’t even feel it. I woke up 4 hours later from my nap surprised it worked! And today I did the 5 min meditation for anxiety wow. Thank you so much this app has been a huge blessing for me thank you!",hopper v,breethe-meditation-sleep,920161006,
2020-08-31 20:31:54,AMAZING!!,False,5,"I haven’t had this app for very long. I’ve tried a few different things on here so far. By far, the best one thus far has been “Clearing The Mind” under Visualization. I just did it for the first time and it was AMAZING! It helped my body calm down so much and I still feel ready good. I’m so excited to explore this app some more and see what other good things lie within it. If you’re on the fence about trying the full version, DO IT. Your mental health is so worth it and I feel that it can work wonders. Best app for anxiety and depression. :)",Sammmmm0508,breethe-meditation-sleep,920161006,
2020-09-13 07:12:10,Very fine app,False,4,"I subscribed for a year paid upfront. I love the app but dudes you need to lose those whispered bedtime stories. They are creepy as hell. And id love to listen to some of them if Freddy Kruger weren’t whispering the story. I can’t imagine anyone thinking this is relaxing. It put me on edge, not to sleep. Lose the creepy whispers. Sounds like they are damaging their voices. Everything else is top notch. Or do this. Offer a whispered and non whispered version of the bedtime story. Sometime for everyone. I suppose. I’ll never listened to a whispered story but would like to hear some of the whispered stories with normal voices. That’s my relieve.",Lulu lollipop,breethe-meditation-sleep,920161006,"{'id': 17887128, 'body': ""Hi Lulu lollipop, thank you for appreciating our app! As for the whispered stories, we understand that they aren't everyone's cup of tea but we actually have many users who enjoy them a lot! We also keep on adding more content all the time so there will definitely be more non-whispered stories coming to your app in the near future. We hope that you will enjoy them! 🥰"", 'modified': '2020-09-15T09:28:23Z'}"
2020-06-22 12:50:04,A life saver,False,5,"I had used this app sparingly over the last couple years. But, when the pandemic happened and I wasn’t working, I started having trouble sleeping more and more. I found a great deal online for the lifetime membership and decided to just go for it. This app has been an absolute lifesaver. For the people complaining about the price...you get what you pay for. And I would pay for this app again and again. Thank you for helping me find peace of mind at a time that it was hard.",shivers316,breethe-meditation-sleep,920161006,
